id;vendas_id;produto_id;item_quantidade;valor_unitario;valor_bruto
48166;359;3;2;139;278
48545;3098;30;1;144;144
14964;1424;91;6;75;450
24042;2011;72;1;150;150
27496;2219;29;1;116;116
31563;2432;71;2;150;300
37025;2687;24;1;106;106
6604;875;7;1;84;84
7905;1010;40;2;290;580
33917;2545;87;1;115;115
51177;3254;29;1;116;116
5820;728;70;1;150;150
7475;985;3;1;139;139
14481;1394;44;3;112;336
16762;1511;14;2;167;334
22938;1915;86;1;115;115
28389;2266;50;1;490;490
49854;3168;1;1;139;139
740;79;18;1;146;146
4761;566;12;2;144;288
11080;1233;32;1;144;144
11572;1255;13;1;144;144
26945;2176;80;2;167;334
44891;923;41;1;290;290
48347;391;33;1;144;144
7202;942;80;1;167;167
17765;1573;46;1;153;153
32017;2448;24;1;106;106
39687;2847;88;1;115;115
44660;963;3;2;139;278
51350;3275;18;1;146;146
3435;438;44;3;112;336
15063;1431;75;4;156;624
20775;1757;74;1;156;156
4797;565;91;9;75;675
7636;995;61;1;187;187
27431;2204;15;2;167;334
29748;2344;64;1;96;96
31100;2414;91;9;75;675
46711;3034;62;1;96;96
13241;1335;14;1;167;167
35363;2614;17;1;146;146
2566;319;24;1;106;106
27441;2217;46;3;153;459
32812;2492;3;1;139;139
34298;2558;89;2;115;230
25381;2094;9;1;182;182
27895;2244;72;1;150;150
36143;2657;72;1;150;150
38796;2816;28;1;116;116
46205;3002;2;1;139;139
51414;3279;51;2;490;980
7283;956;6;1;84;84
13758;1356;16;1;167;167
33108;2502;64;1;96;96
38755;2777;56;2;178;356
50084;3192;62;1;96;96
3540;445;72;1;150;150
3988;482;51;1;490;490
36129;2657;50;1;490;490
49347;3189;70;1;150;150
51405;3279;73;1;150;150
5079;591;88;1;115;115
36329;2662;22;1;82;82
2718;341;74;2;156;312
7070;932;79;1;167;167
7168;948;49;2;153;306
18430;1606;51;1;490;490
40928;1138;78;1;167;167
47100;277;71;1;150;150
48935;3113;84;1;136;136
51674;3371;65;1;96;96
4877;567;20;1;82;82
6366;824;88;1;115;115
10304;1179;38;1;290;290
11553;1255;75;1;156;156
31132;2414;56;2;178;356
32688;2488;70;1;150;150
48206;376;4;1;84;84
54544;3428;3;1;139;139
7030;930;63;1;96;96
40212;2903;52;1;490;490
48326;404;70;1;150;150
49997;3176;61;2;187;374
13185;1331;69;1;106;106
15082;1431;13;1;144;144
24755;2068;77;1;156;156
27521;2216;49;1;153;153
30106;2368;27;1;116;116
8705;1069;18;1;146;146
14485;1394;61;1;187;187
35176;2606;25;1;106;106
36628;2673;25;3;106;318
48079;427;9;1;182;182
9251;1097;75;1;156;156
9823;1135;11;1;144;144
19303;1664;75;1;156;156
19519;1679;1;1;139;139
10305;1179;63;1;96;96
14862;1419;29;1;116;116
18514;1612;9;1;182;182
24224;2024;44;2;112;224
43421;675;15;1;167;167
6736;902;36;1;162;162
17300;1545;17;1;146;146
30125;2374;49;1;153;153
35413;2615;1;1;139;139
51460;3350;91;3;75;225
4220;498;26;1;106;106
4365;518;9;2;182;364
23468;1960;82;1;136;136
47651;293;24;3;106;318
3563;447;25;1;106;106
9970;1144;9;1;182;182
25368;2094;84;1;136;136
30036;2366;57;1;178;178
875;92;29;1;116;116
6066;772;49;1;153;153
15930;1475;69;1;106;106
41389;1163;2;1;139;139
50174;3196;62;2;96;192
51888;3393;2;1;139;139
11042;1234;69;1;106;106
16903;1522;39;1;290;290
17637;1566;64;1;96;96
17976;1583;40;1;290;290
22139;1860;93;3;75;225
24748;2068;91;3;75;225
35350;2613;69;1;106;106
36942;2681;31;1;144;144
22886;1912;6;1;84;84
23962;2004;45;1;112;112
40485;2919;57;1;178;178
44067;781;71;1;150;150
7112;936;79;1;167;167
30558;2392;49;1;153;153
35733;2631;20;1;82;82
42568;2948;37;1;162;162
43936;766;36;1;162;162
50011;3177;82;2;136;272
51578;3360;32;1;144;144
718;77;79;1;167;167
6613;879;51;1;490;490
27138;2188;36;1;162;162
27890;2243;53;1;490;490
41730;1209;91;6;75;450
51088;3251;49;3;153;459
4785;560;65;1;96;96
7743;999;36;1;162;162
19801;1695;18;1;146;146
23931;2004;39;1;290;290
44050;787;75;1;156;156
53397;3304;93;3;75;225
1367;143;54;1;178;178
3859;470;85;1;136;136
11643;1258;85;2;136;272
19292;1660;31;2;144;288
21206;1787;11;1;144;144
41819;1215;78;1;167;167
43388;664;50;1;490;490
6365;824;55;1;178;178
15725;1461;28;2;116;232
47184;205;2;1;139;139
47993;342;9;3;182;546
891;94;74;1;156;156
4219;498;72;1;150;150
10558;1208;30;1;144;144
14087;1377;9;1;182;182
15438;1447;86;1;115;115
28592;2282;88;1;115;115
45701;2972;86;1;115;115
50928;3232;41;1;290;290
14030;1375;18;2;146;292
16793;1518;40;1;290;290
21589;1808;75;4;156;624
22242;1872;15;1;167;167
33145;2506;44;1;112;112
51583;3360;9;1;182;182
255;27;53;1;490;490
962;96;86;1;115;115
17433;1555;8;1;182;182
20816;1762;91;24;75;1800
23979;2007;62;1;96;96
44953;929;25;1;106;106
48541;3098;40;1;290;290
48915;3118;70;1;150;150
15146;1432;21;1;82;82
39106;2801;89;1;115;115
51746;3413;49;1;153;153
3695;455;41;1;290;290
8382;1051;62;1;96;96
18925;1639;80;1;167;167
27811;2240;78;1;167;167
28245;2261;22;1;82;82
39372;2822;11;2;144;288
42321;2964;28;1;116;116
5464;663;53;1;490;490
17100;1539;32;1;144;144
26154;2140;54;2;178;356
44650;963;65;1;96;96
2909;360;5;1;84;84
27961;2247;37;1;162;162
46230;3013;87;1;115;115
4091;492;62;1;96;96
4549;538;82;1;136;136
15101;1431;24;2;106;212
26581;2166;45;1;112;112
29396;2319;33;1;144;144
15900;1468;88;2;115;230
19521;1676;30;1;144;144
20580;1748;49;1;153;153
41350;1155;64;3;96;288
1417;146;14;1;167;167
52911;3087;52;1;490;490
8420;1057;9;1;182;182
37951;2730;9;1;182;182
41256;1148;9;2;182;364
3926;476;68;1;106;106
15914;1468;25;1;106;106
18059;1586;43;1;112;112
53051;3091;79;1;167;167
3355;428;93;3;75;225
4425;522;41;1;290;290
9007;1081;90;3;75;225
16496;1501;7;1;84;84
18149;1590;49;1;153;153
19688;1691;91;9;75;675
47648;293;13;1;144;144
51813;3414;75;2;156;312
20119;1716;36;2;162;324
20453;1738;79;1;167;167
23381;1949;11;1;144;144
33796;2539;40;2;290;580
38606;2770;46;2;153;306
44052;787;54;2;178;356
49074;3126;28;1;116;116
687;73;35;1;162;162
1113;115;25;1;106;106
14178;1381;5;2;84;168
16849;1523;20;1;82;82
26490;2158;30;2;144;288
28008;2248;34;1;162;162
31972;2444;4;1;84;84
52409;3063;15;2;167;334
14959;1428;60;2;187;374
5235;629;75;1;156;156
13754;1356;12;1;144;144
47932;333;3;1;139;139
7620;986;9;1;182;182
12787;1313;2;1;139;139
16165;1483;27;1;116;116
22349;1879;8;1;182;182
34463;2568;9;2;182;364
38278;2743;15;3;167;501
50307;3210;18;1;146;146
12161;1283;65;1;96;96
37706;2721;81;2;167;334
48085;427;5;2;84;168
53808;3311;88;2;115;230
7805;1007;80;1;167;167
51477;3350;60;1;187;187
4350;514;88;1;115;115
5352;646;77;1;156;156
8944;1082;22;1;82;82
12200;1288;56;2;178;356
44740;966;34;1;162;162
53196;3290;39;1;290;290
1082;107;93;3;75;225
8302;1043;79;2;167;334
15495;1449;27;1;116;116
3705;455;49;1;153;153
4769;562;29;1;116;116
4774;562;91;3;75;225
11700;1264;71;2;150;300
22910;1912;80;1;167;167
25524;2107;18;1;146;146
26426;2157;33;1;144;144
50091;3186;78;1;167;167
19759;1696;11;1;144;144
41235;1151;23;1;82;82
49567;3148;1;1;139;139
11059;1233;9;1;182;182
34106;2551;22;2;82;164
37554;2713;23;1;82;82
53191;3287;33;1;144;144
10088;1147;44;1;112;112
24583;2052;65;1;96;96
8609;1064;22;1;82;82
14347;1385;37;1;162;162
18072;1586;84;1;136;136
20989;1776;60;2;187;374
28838;2292;49;1;153;153
38918;2786;70;2;150;300
52678;3075;41;3;290;870
688;73;18;1;146;146
3120;400;77;1;156;156
12099;1275;12;1;144;144
26299;2153;58;2;187;374
33626;2529;85;1;136;136
42826;2956;54;1;178;178
49563;3148;68;1;106;106
51189;3254;70;1;150;150
4953;578;10;2;182;364
16200;1486;27;1;116;116
20107;1715;34;1;162;162
20220;1726;33;1;144;144
23204;1937;72;1;150;150
50169;3196;79;1;167;167
572;62;68;1;106;106
40049;2877;84;1;136;136
44271;821;62;1;96;96
47665;295;40;1;290;290
17762;1573;25;3;106;318
33324;2515;86;2;115;230
42438;2941;82;1;136;136
52985;3092;43;1;112;112
531;60;87;1;115;115
13205;1331;21;1;82;82
22984;1922;25;1;106;106
43338;661;15;1;167;167
45285;3053;24;1;106;106
20005;1706;54;1;178;178
35503;2619;7;2;84;168
36672;2674;11;1;144;144
15012;1425;4;1;84;84
15758;1461;83;1;136;136
20478;1742;84;1;136;136
21918;1840;35;1;162;162
42072;2934;24;2;106;212
42974;599;91;12;75;900
8759;1076;84;1;136;136
13998;1373;21;1;82;82
15897;1468;92;3;75;225
29392;2319;44;1;112;112
32542;2481;45;2;112;224
6272;810;79;1;167;167
22035;1853;91;3;75;225
31001;2412;52;1;490;490
36638;2673;71;1;150;150
13827;1361;6;2;84;168
35704;2626;63;1;96;96
12797;1313;69;1;106;106
17362;1550;88;1;115;115
2912;360;82;2;136;272
4646;550;27;1;116;116
6164;802;72;1;150;150
31282;2417;80;1;167;167
49525;3138;91;3;75;225
1192;117;62;1;96;96
9083;1085;52;1;490;490
10566;1208;18;1;146;146
19994;1706;9;2;182;364
44896;923;12;1;144;144
53253;3342;4;1;84;84
28012;2248;45;1;112;112
41761;1203;6;1;84;84
49679;3151;30;1;144;144
10751;1218;25;2;106;212
14911;1422;91;18;75;1350
19149;1655;37;1;162;162
24540;2046;25;1;106;106
25245;2087;23;1;82;82
32987;2498;75;2;156;312
5795;721;83;1;136;136
16701;1510;2;1;139;139
18536;1612;70;1;150;150
23048;1926;59;1;187;187
23071;1927;44;1;112;112
38052;2734;56;2;178;356
39926;2896;57;1;178;178
21731;1818;12;1;144;144
26463;2158;58;1;187;187
35231;2609;79;1;167;167
36321;2662;57;2;178;356
36416;2663;63;1;96;96
41719;1195;87;1;115;115
3030;384;3;1;139;139
5537;685;84;1;136;136
8409;1055;15;3;167;501
37470;2710;71;1;150;150
48854;3117;5;1;84;84
51408;3279;15;1;167;167
4635;547;15;1;167;167
44190;809;49;2;153;306
51227;3258;39;1;290;290
13674;1352;9;2;182;364
33421;2518;71;1;150;150
42934;604;1;1;139;139
45308;3055;16;2;167;334
48295;385;15;1;167;167
2148;230;80;1;167;167
6124;778;75;1;156;156
24522;2048;40;1;290;290
28730;2287;92;6;75;450
41368;1166;6;1;84;84
280;31;5;1;84;84
23031;1925;50;1;490;490
29746;2344;7;1;84;84
39259;2806;31;1;144;144
41201;1153;61;1;187;187
50746;3233;85;1;136;136
53307;3331;22;2;82;164
54629;3426;93;3;75;225
6916;913;64;1;96;96
11495;1254;16;1;167;167
20681;1756;56;1;178;178
24238;2019;85;1;136;136
38610;2770;3;1;139;139
41214;1151;68;1;106;106
306;34;56;1;178;178
9041;1084;69;1;106;106
12725;1310;51;1;490;490
26379;2154;24;2;106;212
12910;1317;54;1;178;178
37165;2692;56;1;178;178
27495;2219;69;1;106;106
46680;3031;9;1;182;182
6474;846;40;1;290;290
8655;1070;91;9;75;675
12322;1292;33;1;144;144
16478;1500;71;1;150;150
23083;1927;25;1;106;106
43816;748;38;1;290;290
16614;1507;54;2;178;356
17216;1544;9;2;182;364
20584;1748;74;1;156;156
22607;1896;60;1;187;187
24305;2026;80;1;167;167
52375;3062;71;1;150;150
12332;1292;76;1;156;156
18354;1602;19;2;146;292
23169;1934;68;2;106;212
43833;736;55;1;178;178
6539;851;80;1;167;167
27092;2184;6;1;84;84
27766;2237;82;1;136;136
30415;2385;42;1;112;112
31358;2422;27;1;116;116
36753;2676;71;1;150;150
39064;2792;45;1;112;112
44892;923;52;1;490;490
53922;3315;14;1;167;167
21950;1843;82;1;136;136
24210;2022;69;1;106;106
47954;338;73;1;150;150
25375;2094;60;1;187;187
30336;2383;80;1;167;167
17204;1544;54;1;178;178
1168;117;24;1;106;106
11861;1269;71;1;150;150
45704;2976;81;2;167;334
47635;289;87;1;115;115
3071;395;62;1;96;96
13031;1325;15;2;167;334
13161;1334;24;3;106;318
14318;1387;37;1;162;162
15194;1433;12;1;144;144
31231;2418;3;1;139;139
53543;3308;54;1;178;178
53811;3303;84;1;136;136
9258;1095;56;2;178;356
37355;2704;59;3;187;561
49782;3164;75;2;156;312
50872;3230;5;5;84;420
15777;1459;71;1;150;150
16598;1507;9;1;182;182
18461;1605;42;1;112;112
50279;3208;19;1;146;146
17862;1577;26;1;106;106
5331;648;88;1;115;115
15693;1458;86;1;115;115
21668;1813;91;6;75;450
50849;3222;50;2;490;980
4110;490;1;2;139;278
5276;624;80;1;167;167
10127;1147;25;1;106;106
17371;1547;61;1;187;187
29953;2357;28;1;116;116
45906;2980;82;1;136;136
49407;3150;9;2;182;364
3424;436;82;2;136;272
11041;1234;87;1;115;115
19413;1669;52;1;490;490
21404;1799;24;1;106;106
22625;1897;26;1;106;106
39897;2890;15;1;167;167
51635;3366;19;1;146;146
281;31;30;1;144;144
3927;473;62;3;96;288
14542;1398;18;1;146;146
23303;1947;41;1;290;290
25894;2128;60;1;187;187
34524;2569;17;1;146;146
40713;1113;12;3;144;432
26676;2167;68;1;106;106
3304;422;93;6;75;450
4915;570;40;1;290;290
13338;1336;90;3;75;225
23500;1979;17;1;146;146
36054;2646;93;3;75;225
38078;2735;80;2;167;334
39012;2794;40;2;290;580
2232;260;30;1;144;144
9443;1104;91;15;75;1125
46653;3029;1;2;139;278
15780;1466;23;1;82;82
19371;1668;69;1;106;106
19459;1675;20;2;82;164
23716;1993;34;1;162;162
28095;2255;30;2;144;288
35956;2637;4;1;84;84
38369;2749;86;1;115;115
43818;755;91;6;75;450
14200;1380;44;2;112;224
15106;1431;84;1;136;136
24768;2066;3;1;139;139
35958;2637;45;1;112;112
3625;454;87;1;115;115
10143;1157;49;1;153;153
22730;1905;13;1;144;144
35095;2605;49;1;153;153
20489;1737;44;2;112;224
27243;2195;59;1;187;187
39546;2836;5;1;84;84
7423;976;6;1;84;84
24608;2056;30;1;144;144
27578;2228;57;2;178;356
27916;2244;64;1;96;96
47695;302;93;3;75;225
1639;167;39;1;290;290
23555;1975;84;1;136;136
32225;2454;73;1;150;150
43125;635;82;2;136;272
48088;427;27;1;116;116
29488;2329;40;1;290;290
52541;3065;71;1;150;150
4726;556;77;1;156;156
9688;1125;55;1;178;178
11398;1250;33;2;144;288
19931;1699;30;2;144;288
32981;2498;62;2;96;192
963;96;68;1;106;106
23513;1977;51;1;490;490
2766;346;15;1;167;167
25495;2103;3;1;139;139
29792;2352;59;1;187;187
32638;2487;79;1;167;167
33106;2502;56;1;178;178
6431;839;9;1;182;182
28692;2286;50;1;490;490
40119;2883;75;1;156;156
20467;1742;37;1;162;162
22463;1886;50;1;490;490
33912;2545;7;1;84;84
36835;2678;91;6;75;450
47962;338;40;1;290;290
27104;2191;75;1;156;156
30623;2395;71;1;150;150
38442;2752;40;1;290;290
44946;924;1;2;139;278
46173;2999;9;2;182;364
4;3;36;1;162;162
9103;1085;12;1;144;144
19096;1644;75;1;156;156
21971;1843;27;1;116;116
24184;2017;84;1;136;136
31826;2442;30;1;144;144
46682;3031;5;1;84;84
53176;3287;36;1;162;162
24458;2037;59;1;187;187
36386;2663;19;1;146;146
41720;1195;69;1;106;106
48225;372;91;3;75;225
1625;162;44;1;112;112
7008;925;51;1;490;490
18551;1615;71;4;150;600
42479;2945;25;1;106;106
52057;3382;60;1;187;187
499;56;50;1;490;490
20858;1761;15;1;167;167
27529;2216;12;1;144;144
28379;2266;21;1;82;82
47199;203;62;1;96;96
20256;1730;39;1;290;290
40769;1119;41;1;290;290
43016;588;75;1;156;156
4429;519;91;3;75;225
12544;1301;71;1;150;150
14712;1410;56;1;178;178
22724;1905;9;1;182;182
26153;2140;84;1;136;136
35712;2631;25;1;106;106
38581;2764;3;1;139;139
49217;3179;26;1;106;106
54038;3320;3;3;139;417
3944;471;15;1;167;167
6950;919;91;9;75;675
42266;2963;14;1;167;167
47712;303;20;1;82;82
52697;3077;18;1;146;146
1395;147;20;1;82;82
5558;690;73;1;150;150
20044;1711;49;1;153;153
34971;2601;26;1;106;106
50619;3266;85;1;136;136
52009;3375;1;1;139;139
2266;257;14;1;167;167
3380;432;70;1;150;150
16636;1508;52;1;490;490
17770;1573;33;1;144;144
21400;1799;43;1;112;112
29209;2310;25;1;106;106
42219;2961;69;1;106;106
16979;1529;27;1;116;116
33949;2547;59;1;187;187
35167;2606;10;1;182;182
35749;2632;82;4;136;544
18961;1639;6;1;84;84
27437;2217;3;1;139;139
29573;2336;75;1;156;156
40008;2879;85;1;136;136
3783;464;62;1;96;96
23148;1936;71;1;150;150
41868;1217;19;1;146;146
7882;1011;62;3;96;288
10859;1227;70;2;150;300
23818;1999;90;3;75;225
32042;2449;78;1;167;167
41027;1140;27;2;116;232
44950;924;10;1;182;182
11213;1237;40;1;290;290
25294;2089;54;1;178;178
31155;2415;49;1;153;153
33433;2522;91;3;75;225
35222;2609;5;1;84;84
37069;2688;18;4;146;584
42899;576;69;1;106;106
51428;3348;4;2;84;168
17601;1566;43;1;112;112
21927;1844;35;1;162;162
37982;2733;24;1;106;106
994;101;1;1;139;139
18037;1586;2;1;139;139
20034;1711;6;1;84;84
28489;2272;77;2;156;312
45435;2967;7;1;84;84
48647;3104;71;3;150;450
48965;3120;24;1;106;106
53828;3303;54;1;178;178
9421;1102;62;2;96;192
31917;2446;60;4;187;748
45291;3053;43;1;112;112
51490;3352;61;1;187;187
1541;155;3;2;139;278
5521;685;91;15;75;1125
7434;974;41;1;290;290
15172;1433;41;1;290;290
22217;1866;30;1;144;144
25098;2080;38;1;290;290
39335;2823;21;1;82;82
39427;2824;23;1;82;82
5717;713;44;1;112;112
8843;1073;49;2;153;306
11186;1237;65;2;96;192
21109;1783;85;1;136;136
23879;2000;36;2;162;324
1760;181;40;1;290;290
7188;945;91;6;75;450
40280;2905;48;1;153;153
43577;716;22;1;82;82
25319;2092;44;1;112;112
35217;2608;3;1;139;139
39338;2823;24;1;106;106
4475;527;40;1;290;290
5878;740;35;1;162;162
6292;816;79;1;167;167
12078;1275;41;1;290;290
17244;1546;49;1;153;153
17900;1580;91;3;75;225
24351;2028;73;1;150;150
52495;3065;92;6;75;450
28576;2280;26;1;106;106
44257;825;82;2;136;272
54231;3328;81;1;167;167
13092;1328;28;1;116;116
22458;1886;39;1;290;290
48677;3102;76;5;156;780
49972;3172;36;1;162;162
18721;1620;40;1;290;290
22053;1852;82;1;136;136
46621;3026;5;2;84;168
24569;2050;26;1;106;106
28853;2293;3;1;139;139
39339;2823;91;3;75;225
49255;3190;4;1;84;84
2096;227;15;1;167;167
10202;1165;20;2;82;164
37632;2717;71;5;150;750
47349;235;18;1;146;146
49894;3170;81;1;167;167
2974;379;55;1;178;178
6664;893;15;1;167;167
20291;1723;62;1;96;96
21149;1785;87;1;115;115
26639;2167;1;1;139;139
33592;2528;74;1;156;156
34278;2560;17;1;146;146
37542;2713;4;1;84;84
10813;1225;71;1;150;150
14235;1380;33;1;144;144
19871;1701;52;1;490;490
20851;1761;82;2;136;272
28140;2257;54;1;178;178
28267;2262;75;1;156;156
42058;2933;15;1;167;167
46619;3026;11;2;144;288
49859;3168;90;3;75;225
10892;1229;29;1;116;116
22959;1921;25;1;106;106
23956;2004;4;1;84;84
31033;2413;10;2;182;364
40789;1117;50;2;490;980
1566;161;25;1;106;106
1687;168;36;1;162;162
30833;2403;52;1;490;490
44889;918;84;1;136;136
10406;1190;25;1;106;106
11561;1255;81;1;167;167
43945;766;68;1;106;106
45025;935;42;1;112;112
23921;2002;58;1;187;187
25566;2108;24;1;106;106
37463;2710;44;2;112;224
39158;2803;2;1;139;139
46762;3036;41;2;290;580
50606;3266;71;1;150;150
21545;1804;86;1;115;115
23203;1937;87;2;115;230
37120;2697;15;3;167;501
39033;2791;64;1;96;96
17145;1543;87;2;115;230
48256;370;65;1;96;96
1897;196;56;1;178;178
5801;721;36;2;162;324
12642;1305;40;1;290;290
16984;1529;35;1;162;162
17051;1540;49;3;153;459
19022;1637;6;1;84;84
46949;880;88;1;115;115
8274;1050;15;1;167;167
12971;1323;73;1;150;150
17729;1568;50;1;490;490
23814;1999;76;1;156;156
42147;2962;69;2;106;212
2333;287;43;1;112;112
45791;2974;75;1;156;156
490;56;26;1;106;106
22007;1849;35;1;162;162
34684;2587;91;21;75;1575
42195;2959;88;1;115;115
43791;731;15;1;167;167
1429;146;93;3;75;225
24859;2070;76;1;156;156
35402;2614;74;2;156;312
38683;2776;32;1;144;144
39764;2853;90;3;75;225
41051;1140;82;1;136;136
51561;3361;21;2;82;164
11173;1242;56;1;178;178
30630;2395;38;1;290;290
45985;2987;30;1;144;144
47192;205;37;1;162;162
1684;168;83;1;136;136
4015;481;25;1;106;106
5758;722;71;1;150;150
19155;1654;91;27;75;2025
25972;2133;45;2;112;224
35159;2606;3;3;139;417
36916;2681;74;2;156;312
46102;3000;34;2;162;324
53612;3292;63;1;96;96
1980;209;84;1;136;136
2014;210;91;12;75;900
19719;1687;82;1;136;136
20181;1714;73;1;150;150
21327;1796;16;2;167;334
36610;2670;1;1;139;139
47221;199;21;1;82;82
50639;3266;88;1;115;115
52247;3400;62;1;96;96
52805;3084;3;1;139;139
8758;1076;91;18;75;1350
8785;1076;29;1;116;116
12852;1316;30;4;144;576
27221;2195;86;1;115;115
4890;572;61;1;187;187
20788;1764;15;2;167;334
34346;2561;85;1;136;136
34854;2599;60;2;187;374
46898;878;22;1;82;82
2580;326;83;1;136;136
2621;330;36;1;162;162
5922;738;24;2;106;212
8712;1069;35;1;162;162
26298;2153;15;2;167;334
32413;2475;58;1;187;187
34052;2550;83;1;136;136
45671;3006;18;1;146;146
3688;455;74;2;156;312
7995;1028;25;1;106;106
13721;1356;80;1;167;167
16950;1529;82;1;136;136
23831;1998;80;1;167;167
32769;2491;49;1;153;153
34592;2581;21;1;82;82
36915;2681;78;1;167;167
44835;914;29;1;116;116
13370;1338;62;1;96;96
38302;2744;29;2;116;232
21392;1799;56;1;178;178
39566;2837;37;1;162;162
2097;227;5;2;84;168
8673;1070;87;1;115;115
36002;2640;61;1;187;187
49252;3131;82;1;136;136
50565;3269;17;1;146;146
51016;3237;74;2;156;312
10207;1164;6;1;84;84
36886;2682;3;2;139;278
43101;620;62;2;96;192
43894;761;91;3;75;225
52084;3378;30;2;144;288
10977;1231;40;1;290;290
25719;2114;91;3;75;225
26998;2186;35;1;162;162
34489;2569;14;1;167;167
34816;2598;30;1;144;144
43348;659;52;1;490;490
11394;1250;42;1;112;112
13018;1319;30;1;144;144
23161;1934;71;1;150;150
46490;3021;50;3;490;1470
54423;3421;2;2;139;278
7401;978;35;1;162;162
29737;2344;24;2;106;212
35261;2609;53;1;490;490
40754;1119;17;1;146;146
52934;3087;16;1;167;167
2934;368;77;1;156;156
3887;474;64;1;96;96
17634;1566;56;1;178;178
25891;2129;45;1;112;112
448;48;91;3;75;225
8934;1082;51;1;490;490
13010;1319;73;2;150;300
31998;2444;45;2;112;224
7679;991;24;1;106;106
20983;1776;87;1;115;115
9026;1083;30;1;144;144
26899;2178;40;1;290;290
41856;1217;63;1;96;96
10336;1176;62;1;96;96
17404;1551;79;1;167;167
22953;1915;90;3;75;225
31387;2423;21;1;82;82
42928;604;68;1;106;106
47191;205;91;6;75;450
52154;3395;20;1;82;82
5209;634;25;1;106;106
6404;833;33;1;144;144
10139;1157;6;1;84;84
20811;1759;15;1;167;167
32892;2496;19;1;146;146
18898;1631;56;1;178;178
27628;2222;12;1;144;144
27651;2233;91;3;75;225
2559;321;7;1;84;84
3629;454;91;18;75;1350
11647;1258;71;1;150;150
33476;2525;91;3;75;225
35091;2605;34;1;162;162
46651;3029;10;1;182;182
1755;181;18;1;146;146
15709;1460;35;1;162;162
24862;2070;28;1;116;116
45709;2976;91;6;75;450
52508;3065;88;2;115;230
28087;2255;48;3;153;459
3527;445;69;2;106;212
3971;480;12;1;144;144
7422;976;28;1;116;116
12857;1316;11;1;144;144
16772;1520;5;1;84;84
18276;1601;17;1;146;146
27182;2187;2;1;139;139
32652;2488;91;24;75;1800
44069;781;38;1;290;290
12942;1318;1;1;139;139
19405;1668;56;2;178;356
21056;1781;91;9;75;675
26997;2186;5;1;84;84
38724;2780;91;3;75;225
39494;2829;61;1;187;187
38203;2739;89;1;115;115
45302;3055;6;1;84;84
53616;3292;71;2;150;300
4742;559;40;2;290;580
22030;1849;27;1;116;116
43403;673;32;1;144;144
46525;3025;25;1;106;106
51298;3268;91;3;75;225
54381;3416;49;1;153;153
5458;663;82;2;136;272
17950;1583;22;1;82;82
27829;2241;76;1;156;156
40422;2915;18;1;146;146
998;103;29;1;116;116
5506;676;81;1;167;167
9840;1141;75;1;156;156
11037;1234;91;6;75;450
22234;1872;30;2;144;288
44060;781;85;1;136;136
52140;3391;62;1;96;96
758;80;91;3;75;225
6444;839;13;1;144;144
6729;902;6;1;84;84
8152;1035;28;1;116;116
8216;1036;22;1;82;82
13619;1350;6;1;84;84
23012;1919;14;1;167;167
42649;2954;44;1;112;112
45519;2969;82;2;136;272
48132;429;22;1;82;82
52626;3071;82;1;136;136
6810;903;3;1;139;139
22847;1913;88;2;115;230
30056;2365;93;3;75;225
34873;2599;13;1;144;144
35489;2619;70;1;150;150
19523;1676;5;1;84;84
20988;1776;69;1;106;106
33709;2536;12;1;144;144
36021;2648;4;1;84;84
38279;2743;48;1;153;153
9702;1129;5;1;84;84
53456;3301;93;3;75;225
3691;455;80;2;167;334
4512;533;26;2;106;212
9065;1084;56;2;178;356
11420;1250;55;1;178;178
18395;1608;11;2;144;288
24447;2037;80;1;167;167
21129;1785;91;12;75;900
21353;1797;25;3;106;318
49260;3132;91;3;75;225
50701;3238;92;3;75;225
1653;170;40;1;290;290
4001;482;30;1;144;144
7001;925;11;2;144;288
1327;138;82;1;136;136
1712;177;91;3;75;225
7356;964;15;1;167;167
11115;1236;71;2;150;300
19038;1649;71;1;150;150
22807;1907;49;1;153;153
29121;2304;77;1;156;156
43934;766;31;1;144;144
1869;192;14;1;167;167
20798;1764;11;2;144;288
30383;2383;36;2;162;324
46537;3025;10;1;182;182
49241;3134;83;1;136;136
51705;3373;51;1;490;490
1844;190;30;1;144;144
3674;457;1;1;139;139
7083;932;5;1;84;84
25941;2131;3;1;139;139
6247;807;32;1;144;144
30827;2403;17;1;146;146
10871;1228;78;1;167;167
13153;1333;86;2;115;230
26084;2136;91;12;75;900
34303;2558;93;3;75;225
44409;843;91;12;75;900
45297;3055;31;2;144;288
47668;297;39;1;290;290
51226;3258;78;1;167;167
6650;893;30;4;144;576
226;29;1;1;139;139
228;29;8;2;182;364
13917;1367;93;9;75;675
28954;2297;40;1;290;290
32342;2466;91;12;75;900
35397;2614;49;1;153;153
48356;396;89;1;115;115
49831;3168;83;1;136;136
46540;3025;55;2;178;356
988;101;86;1;115;115
10575;1204;92;3;75;225
23481;1978;91;3;75;225
11268;1243;19;1;146;146
21124;1785;75;1;156;156
21830;1832;43;1;112;112
30117;2373;18;1;146;146
40610;2924;45;1;112;112
43169;625;85;1;136;136
45220;3049;50;1;490;490
52864;3086;2;4;139;556
1314;137;22;1;82;82
2098;227;30;1;144;144
14857;1419;7;1;84;84
22685;1902;71;1;150;150
23210;1937;91;6;75;450
26537;2160;9;1;182;182
35592;2623;39;1;290;290
35629;2624;91;3;75;225
